Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,17/01/2018,CFADRES33519595,REDACTED UNDER DP ACT,28267.8,THORNFIELD RESIDENTIAL HOME,102051,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519445,REDACTED UNDER DP ACT,1136,THREE CORNERS NURSING HOME,89094,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519548,REDACTED UNDER DP ACT,9195.54,THURLESTONE COURT LTD,90616,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519754,REDACTED UNDER DP ACT,1200,TOWANS THE,206081,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519444,REDACTED UNDER DP ACT,1502.61,TRACEY HOUSE,89074,918316520,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519983,REDACTED UNDER DP ACT,13362.86,TRACS LTD,349495,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519505,REDACTED UNDER DP ACT,23742.26,TREELANDS RESIDENTIAL HOME,90138,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519501,REDACTED UNDER DP ACT,25312.5,TREGARLAND TAVISTOCK,90050,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519917,REDACTED UNDER DP ACT,2671.43,TRELANA,331769,,Adult Care & Health,Care Respite - Private (3rd),5703,B
18,Devon County Council,17/01/2018,CFADRES33519932,REDACTED UNDER DP ACT,3197.78,TRIPLE S CARE & SUPPORT SRVCS,337370,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519787,REDACTED UNDER DP ACT,8052.8,TUDOR COTTAGE,232771,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519447,REDACTED UNDER DP ACT,1836,TUDOR COURT CARE HOME,89098,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519810,REDACTED UNDER DP ACT,2736.34,TWO TREES,255468,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519583,REDACTED UNDER DP ACT,1100,UNDERHILL HOUSE,97078,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519405,REDACTED UNDER DP ACT,21356.82,UNITED RESPONSE,86977,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADDAY33443090,REDACTED UNDER DP ACT,1178.8,UNITED RESPONSE,86977,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADDAY33443089,REDACTED UNDER DP ACT,1825.6,UNITED RESPONSE,86977,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADRES33519791,REDACTED UNDER DP ACT,5661.32,VALE LODGE RESIDENTIAL HOME,235345,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519442,REDACTED UNDER DP ACT,2278,VENVILLE HOUSE / MRS L D HUNTLEY,89063,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519782,REDACTED UNDER DP ACT,5345.86,VICARAGE (2008) LTD THE,231427,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519860,REDACTED UNDER DP ACT,11982.88,VOYAGE 1 LTD TA VOYAGE DCA STH2,306749,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519492,REDACTED UNDER DP ACT,9838.51,W H C-31 KERNOW HSE RECEIPTS A/C,89939,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519613,REDACTED UNDER DP ACT,1700,WELLINGTON CARE (SOMERSET) LTD,108916,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519542,REDACTED UNDER DP ACT,25563.82,WEST BANK RESIDENTIAL HOME LTD,90589,135573116,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519406,REDACTED UNDER DP ACT,16261.42,WEST HEANTON RESIDENTIAL HOME,87009,244725307,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519653,REDACTED UNDER DP ACT,8408.83,WEST VIEW - BERE PENINSULA CARE,139738,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519509,REDACTED UNDER DP ACT,17429.96,WESTMINSTER HEALTHCARE REF 83,90172,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519607,REDACTED UNDER DP ACT,4206.42,WESTWARD,105542,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519736,REDACTED UNDER DP ACT,19191.14,WHITE HOUSE (IN ADMINISTRATION),192079,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519604,REDACTED UNDER DP ACT,3372.04,WILLIAM BLAKE HOUSE NORTHANTS,105080,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519724,REDACTED UNDER DP ACT,7024.34,WILLOW HOUSE (TOTNES),186632,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519803,REDACTED UNDER DP ACT,2218,WISTERIA HOUSE(STOKE)DEMENTIA CR,250489,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519758,REDACTED UNDER DP ACT,9741.32,WOLBOROUGH COURT NURSING HOME,213800,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519915,REDACTED UNDER DP ACT,822.12,WOODCOTE HALL RESIDENTIAL CARE H,330721,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519698,REDACTED UNDER DP ACT,4234.46,WOODLAND COURT NURSING HOME,166612,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519701,REDACTED UNDER DP ACT,1096,WOODLAND VILLA/DENMAX LTD,169250,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519847,REDACTED UNDER DP ACT,2138,WOODLANDS PARK NURSING HOME,300158,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADRES33519752,REDACTED UNDER DP ACT,10607.48,WOODTOWN HOUSE NURSING HOME,204481,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFCHEXTL33565864,REDACTED UNDER DP ACT,6113,YAZOO,304631,,Children's Services,Cl-Supported Accom-Rel Child (3rd),5771,B
18,Devon County Council,17/01/2018,CFADRES33519489,REDACTED UNDER DP ACT,10140,YELVERTON RESIDENTIAL HOME,89858,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/01/2018,CFADDAY33443334,REDACTED UNDER DP ACT,3331.88,YOUR CHOICE ASSISTED LIVING LTD,335152,218649386,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADDAY33443336,REDACTED UNDER DP ACT,12586,YOUR CHOICE ASSISTED LIVING LTD,335152,218649386,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADDAY33443339,REDACTED UNDER DP ACT,1319.2,YOUR CHOICE ASSISTED LIVING LTD,335152,218649386,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADDAY33443335,REDACTED UNDER DP ACT,4096,YOUR CHOICE ASSISTED LIVING LTD,335152,218649386,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADDAY33443342,REDACTED UNDER DP ACT,1934.24,YOUR CHOICE ASSISTED LIVING LTD,335152,218649386,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADDAY33443340,REDACTED UNDER DP ACT,1449.4,YOUR CHOICE ASSISTED LIVING LTD,335152,218649386,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADDAY33443341,REDACTED UNDER DP ACT,1352,YOUR CHOICE ASSISTED LIVING LTD,335152,218649386,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/01/2018,CFADRES33519394,REDACTED UNDER DP ACT,814,ABBEYFIELD TAMAR EXTRA CARE SOC,62721,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519948,REDACTED UNDER DP ACT,1154.84,ABLE (ACTION FOR A BETTER LIFE),341798,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519605,REDACTED UNDER DP ACT,1330,ADDACTION_(LONDON EC1),105219,735842515,"Community, Health, Environment & Prosperity",PH Payments to Private Contractors (3rd),5795,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565879,REDACTED UNDER DP ACT,4200,ADOLESCENCE SUPPORT & ED SERVICE,339572,,Children's Services,Residential Care - Private (3rd),5731,BUSN
18,Devon County Council,17/01/2018,ACOH33958972,SG 32688,508.49,AGE UK EXETER,34456,,Adult Care & Health,DCC Transport Recharges,3401,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565865,REDACTED UNDER DP ACT,16800,AMBITIONS SUPPORT LTD,304662,,Children's Services,Cl-Supported Accom-Rel Child (3rd),5771,BUSN
18,Devon County Council,17/01/2018,CFADRES33519956,REDACTED UNDER DP ACT,1136,ARUN LODGE RESIDENTIAL CARE HOME,342790,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519689,REDACTED UNDER DP ACT,21322.47,ASHDOWNE CARE CENTRE (M.BUTLER),160155,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519690,REDACTED UNDER DP ACT,15763.37,ASHDOWNE CARE CENTRE (M.BUTLER),160155,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33758691,862,1397.5,BETTERCLEAN SERVICES LTD,156579,868299260,Children's Services,Cleaning Services,2601,BUSN
18,Devon County Council,17/01/2018,CFADRES33519744,REDACTED UNDER DP ACT,7443.14,BISHOPSTEIGNTON HOUSE,198556,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519901,REDACTED UNDER DP ACT,16368.86,BRIARCROFT/TLC CARE (UK) LTD,326051,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519387,REDACTED UNDER DP ACT,1748.8,BROADWAY LODGE,39535,,"Community, Health, Environment & Prosperity",PH Payments to Private Contractors (3rd),5795,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565875,REDACTED UNDER DP ACT,7900,CARE 4 CHILDREN,331959,,Children's Services,Residential Care - Private (3rd),5731,BUSN
18,Devon County Council,17/01/2018,CFADDOM33471990,REDACTED UNDER DP ACT,750.63,CARRINGTON NURSING AGENCY,25432,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDOM33471989,REDACTED UNDER DP ACT,984.96,CARRINGTON NURSING AGENCY,25432,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDOM33471987,REDACTED UNDER DP ACT,1980.72,CARRINGTON NURSING AGENCY,25432,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDOM33471988,REDACTED UNDER DP ACT,644.52,CARRINGTON NURSING AGENCY,25432,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDOM33471986,REDACTED UNDER DP ACT,550.2,CARRINGTON NURSING AGENCY,25432,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565844,REDACTED UNDER DP ACT,869.4,CITY OF EXETER YMCA HOUSING ASSC,117856,,Children's Services,Cl-Supported Accom-Rel Child (3rd),5771,BUSN
18,Devon County Council,17/01/2018,CFADRES33519721,REDACTED UNDER DP ACT,6168.22,CLAYFIELD CARE HOME,183803,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,P2P40061516,041,3822,CONNECTIONS,228283,,Adult Care & Health,Care Block - Private (3rd),5702,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33759201,INV-11343,417,COSMIC (HONITON),103322,684759473,Children's Services,IT Maintenance,4515,BUSN
18,Devon County Council,17/01/2018,P2P40062160,DCC/1718QR3,6535.18,COUNTRY BUS,138680,631080871,"Community, Health, Environment & Prosperity",Contracted Transport Services,3010,BUSN
18,Devon County Council,17/01/2018,CFADRES33519612,REDACTED UNDER DP ACT,13205.58,CROFT THE,108349,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33758831,28271,570,CUMING CONTAINERS,22684,281946135,Children's Services,Building Mtce Works - programmed,2102,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33758907,1219,1275.75,D C C CLEANING,301288,252349410,Children's Services,Cleaning Services,2601,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33758834,P413733,990,DEVON CONTRACT WASTE LTD,34738,699349460,Children's Services,Building Mtce Works - programmed,2102,BUSN
18,Devon County Council,17/01/2018,P2P40062233,1388,2250,ELIM HOUSING ASSOCIATION,348503,736623916,"Community, Health, Environment & Prosperity",Main / Term Contractor,4301,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565887,REDACTED UNDER DP ACT,16702.85,ESLAND CARE,347708,,Children's Services,Residential Care - Private (3rd),5731,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443121,REDACTED UNDER DP ACT,636.6,ESTUARY LEAGUE OF FRIENDS,95981,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519773,REDACTED UNDER DP ACT,970,EVENTIDE RESIDENTIAL HOME,223897,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519745,REDACTED UNDER DP ACT,952.26,FAIR HAVEN CARE HOME,200170,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,P2P40060963,1760,5700,FOOTBALL IN THE COMMUNITY(VITTLE,102760,,"Community, Health, Environment & Prosperity",Other Fees & Charges (Expenditure),4311,BUSN
18,Devon County Council,17/01/2018,CFADRES33519743,REDACTED UNDER DP ACT,9404,GARSON HOUSE,197778,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443220,REDACTED UNDER DP ACT,875.28,GROVE THE,196703,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADRES33519385,REDACTED UNDER DP ACT,2119.15,GUINNESS CARE & SUPPORT,34218,603998709,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519384,REDACTED UNDER DP ACT,38235.59,GUINNESS CARE & SUPPORT,34218,603998709,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443071,REDACTED UNDER DP ACT,512.97,GUINNESS CARE & SUPPORT,34218,603998709,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443067,REDACTED UNDER DP ACT,587.52,GUINNESS CARE & SUPPORT,34218,603998709,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33758760,13021,4051,HEATREE ACTIVITY CENTRE,23651,,Children's Services,Educational / Residential Visits,4331,BUSN
18,Devon County Council,17/01/2018,CFADRES33519720,REDACTED UNDER DP ACT,16451.7,HILLDALES AND NORTHVIEW R C HMS,183018,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565851,REDACTED UNDER DP ACT,3582,JUST ANOTHER FIVE MINUTES,180958,,Children's Services,Cl-Supported Accom-Rel Child (3rd),5771,BUSN
18,Devon County Council,17/01/2018,CFADRES33519889,REDACTED UNDER DP ACT,10199.72,LEONARD CHESHIRE DISABILITY,322689,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519741,REDACTED UNDER DP ACT,10648.24,LONGRUN HOUSE,196615,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443113,REDACTED UNDER DP ACT,1031.68,LYCETTE CARE ASSOCIATES,90921,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443112,REDACTED UNDER DP ACT,1031.68,LYCETTE CARE ASSOCIATES,90921,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443114,REDACTED UNDER DP ACT,1031.68,LYCETTE CARE ASSOCIATES,90921,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443111,REDACTED UNDER DP ACT,1354.08,LYCETTE CARE ASSOCIATES,90921,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443115,REDACTED UNDER DP ACT,1289.6,LYCETTE CARE ASSOCIATES,90921,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADRES33519723,REDACTED UNDER DP ACT,965,MANOR PARK CARE HOME,185132,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519742,REDACTED UNDER DP ACT,12210.84,MAYFIELD HALL,196917,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443077,REDACTED UNDER DP ACT,2202.2,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443074,REDACTED UNDER DP ACT,1651.64,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443075,REDACTED UNDER DP ACT,508.16,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443076,REDACTED UNDER DP ACT,2202.2,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443081,REDACTED UNDER DP ACT,781,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443078,REDACTED UNDER DP ACT,1651.64,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443080,REDACTED UNDER DP ACT,519.04,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443082,REDACTED UNDER DP ACT,1651.64,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443084,REDACTED UNDER DP ACT,2052.12,MENCAP,45875,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADRES33519957,REDACTED UNDER DP ACT,969.7,MILLBROOK HOUSE,342828,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443219,REDACTED UNDER DP ACT,814.26,NEWCROSS HEALTHCARE SOLUTIONS,179077,825090736,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443244,REDACTED UNDER DP ACT,6576.92,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443253,REDACTED UNDER DP ACT,3910.72,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443243,REDACTED UNDER DP ACT,595,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443242,REDACTED UNDER DP ACT,5460,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDOM33472100,REDACTED UNDER DP ACT,1890,NEWKEY,249038,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443255,REDACTED UNDER DP ACT,780,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443254,REDACTED UNDER DP ACT,4056.68,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443248,REDACTED UNDER DP ACT,2403.96,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443247,REDACTED UNDER DP ACT,595,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443249,REDACTED UNDER DP ACT,4162.52,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDOM33472102,REDACTED UNDER DP ACT,886.48,NEWKEY,249038,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDOM33472101,REDACTED UNDER DP ACT,563.2,NEWKEY,249038,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443245,REDACTED UNDER DP ACT,793.28,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443252,REDACTED UNDER DP ACT,859.4,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443251,REDACTED UNDER DP ACT,4875,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443246,REDACTED UNDER DP ACT,1835.08,NEWKEY,249038,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565874,REDACTED UNDER DP ACT,10555.38,NEXT STEP INDEPENDENCE,330746,,Children's Services,Cl-Supported Accom-Rel Child (3rd),5771,BUSN
18,Devon County Council,17/01/2018,P2P40061985,20180101,13946,ON TRACK EDUCATION(BURSARY PMTS),286081,,Children's Services,Independent Special School Fees,5733,BUSN
18,Devon County Council,17/01/2018,P2P40061984,20180099,18316,ON TRACK EDUCATION(BURSARY PMTS),286081,,Children's Services,Independent Special School Fees,5733,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443116,REDACTED UNDER DP ACT,3366.36,PARKVIEW SOCIETY THE,91758,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADRES33519718,REDACTED UNDER DP ACT,21410,PENNHAVEN,181939,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33759276,426797-F,1499.4,PREMIER SPORT (SHROPHAM),200173,150205953,Children's Services,Curriculum Support (Schools),4376,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33759277,426819-F,561,PREMIER SPORT (SHROPHAM),200173,150205953,Children's Services,Other professional Services Schools,4377,BUSN
18,Devon County Council,17/01/2018,P2P40061073,IN12528,650,R H PARTNERS,22134,750461154,Highways & Capital Development & Waste Management,Professional Fees,4306,BUSN
18,Devon County Council,17/01/2018,P2P40061189,IN12518,575,R H PARTNERS,22134,750461154,Highways & Capital Development & Waste Management,Professional Fees,4306,BUSN
18,Devon County Council,17/01/2018,P2P40061763,IN12559,4690.95,R H PARTNERS,22134,750461154,Highways & Capital Development & Waste Management,Professional Fees,4306,BUSN
18,Devon County Council,17/01/2018,P2P40061762,IN12553,8716.99,R H PARTNERS,22134,750461154,Highways & Capital Development & Waste Management,Professional Fees,4306,BUSN
18,Devon County Council,17/01/2018,CFADRES33519381,REDACTED UNDER DP ACT,914.94,R N I B,4482,524455845,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519626,REDACTED UNDER DP ACT,1300,REDSTONES CARE HOME,117580,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFCHEXTL33565849,REDACTED UNDER DP ACT,9961.44,REGIONAL FOSTER PLACEMENTS LTD,161464,,Children's Services,Independent Fostering (3rd),5714,BUSN
18,Devon County Council,17/01/2018,CFADRES33519654,REDACTED UNDER DP ACT,1909.24,ROYAL MENCAP SOCIETY (FARNBOROUG,143008,791483106,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443298,REDACTED UNDER DP ACT,1756,SAFEBREAKS HOLIDAYS,289148,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443300,REDACTED UNDER DP ACT,989.5,SAFEBREAKS HOLIDAYS,289148,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443299,REDACTED UNDER DP ACT,577.44,SAFEBREAKS HOLIDAYS,289148,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443297,REDACTED UNDER DP ACT,744,SAFEBREAKS HOLIDAYS,289148,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,EXCHEQ33758870,73499,575,SCHOOL CLOUD SYSTEMS,283590,108762410,Children's Services,IT Licences,4513,BUSN
18,Devon County Council,17/01/2018,CFADRES33519397,REDACTED UNDER DP ACT,4607.24,SEEABILITY,84671,235566158,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADRES33519396,REDACTED UNDER DP ACT,7931.74,SENSE,76729,524704461,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443214,REDACTED UNDER DP ACT,527.86,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,17/01/2018,CFADDAY33443215,REDACTED UNDER DP ACT,527.86,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
